,0,Dataset,Epsilon,Network,Image,Result,TotalTime,Unnamed: 0,Verifier,instance,solved_bool,solved,score
4228,,mnist,0.002,N17,MNIST_P99_N17,unsat,52.744,4228.0,marabou,MNIST_P99_N17 N17 0.002,True,1,1
12613,,mnist,0.005,N26,MNIST_P83_N26,unsat,10.6002,3813.0,marabou,MNIST_P83_N26 N26 0.005,True,1,1
4190,,mnist,0.002,N3,MNIST_P27_N3,unsat,46.235,4190.0,marabou,MNIST_P27_N3 N3 0.002,True,1,1
5407,,mnist,0.006,N17,MNIST_P29_N17,unsat,55.5759,1007.0,marabou,MNIST_P29_N17 N17 0.006,True,1,1
5414,,mnist,0.006,N17,MNIST_P9_N17,unsat,54.864,1014.0,marabou,MNIST_P9_N17 N17 0.006,True,1,1
5420,,mnist,0.006,N17,MNIST_P98_N17,unsat,54.7039,1020.0,marabou,MNIST_P98_N17 N17 0.006,True,1,1
4184,,mnist,0.002,N17,MNIST_P17_N17,unsat,53.0876,4184.0,marabou,MNIST_P17_N17 N17 0.002,True,1,1
9219,,mnist,0.005,N17,MNIST_P27_N17,unsat,55.007,419.0,marabou,MNIST_P27_N17 N17 0.005,True,1,1
5453,,mnist,0.006,N17,MNIST_P49_N17,unsat,54.0939,1053.0,marabou,MNIST_P49_N17 N17 0.006,True,1,1
12550,,mnist,0.005,N17,MNIST_P54_N17,unsat,53.8836,3750.0,marabou,MNIST_P54_N17 N17 0.005,True,1,1
9233,,mnist,0.005,N17,MNIST_P90_N17,unsat,54.3451,433.0,marabou,MNIST_P90_N17 N17 0.005,True,1,1
5470,,mnist,0.006,N17,MNIST_P90_N17,unsat,54.2434,1070.0,marabou,MNIST_P90_N17 N17 0.006,True,1,1
5472,,mnist,0.006,N17,MNIST_P38_N17,unsat,53.8475,1072.0,marabou,MNIST_P38_N17 N17 0.006,True,1,1
3714,,mnist,0.01,N17,MNIST_P4_N17,unsat,53.593,3714.0,marabou,MNIST_P4_N17 N17 0.01,True,1,1
4405,,mnist,0.004,N17,MNIST_P27_N17,unsat,105.9561,5.0,marabou,MNIST_P27_N17 N17 0.004,True,1,1
3716,,mnist,0.01,N17,MNIST_P82_N17,unsat,54.3813,3716.0,marabou,MNIST_P82_N17 N17 0.01,True,1,1
5237,,mnist,0.006,N17,MNIST_P13_N17,unsat,54.347,837.0,marabou,MNIST_P13_N17 N17 0.006,True,1,1
4321,,mnist,0.002,N17,MNIST_P43_N17,unsat,53.1711,4321.0,marabou,MNIST_P43_N17 N17 0.002,True,1,1
4303,,mnist,0.002,N17,MNIST_P20_N17,unsat,53.7111,4303.0,marabou,MNIST_P20_N17 N17 0.002,True,1,1
9065,,mnist,0.005,N17,MNIST_P83_N17,unsat,54.7774,265.0,marabou,MNIST_P83_N17 N17 0.005,True,1,1
4286,,mnist,0.002,N3,MNIST_P82_N3,unsat,45.8605,4286.0,marabou,MNIST_P82_N3 N3 0.002,True,1,1
5195,,mnist,0.006,N17,MNIST_P94_N17,unsat,54.4374,795.0,marabou,MNIST_P94_N17 N17 0.006,True,1,1
4268,,mnist,0.002,N26,MNIST_P9_N26,unsat,10.925,4268.0,marabou,MNIST_P9_N26 N26 0.002,True,1,1
5245,,mnist,0.006,N17,MNIST_P54_N17,unsat,54.6743,845.0,marabou,MNIST_P54_N17 N17 0.006,True,1,1
5300,,mnist,0.006,N26,MNIST_P60_N26,unsat,10.3758,900.0,marabou,MNIST_P60_N26 N26 0.006,True,1,1
5248,,mnist,0.006,N17,MNIST_P85_N17,unsat,54.2086,848.0,marabou,MNIST_P85_N17 N17 0.006,True,1,1
3778,,mnist,0.01,N17,MNIST_P13_N17,unsat,54.8329,3778.0,marabou,MNIST_P13_N17 N17 0.01,True,1,1
9094,,mnist,0.005,N17,MNIST_P88_N17,unsat,55.5094,294.0,marabou,MNIST_P88_N17 N17 0.005,True,1,1
4239,,mnist,0.002,N17,MNIST_P83_N17,unsat,53.1861,4239.0,marabou,MNIST_P83_N17 N17 0.002,True,1,1
4234,,mnist,0.002,N3,MNIST_P47_N3,unsat,46.6733,4234.0,marabou,MNIST_P47_N3 N3 0.002,True,1,1
9118,,mnist,0.005,N17,MNIST_P10_N17,unsat,54.1372,318.0,marabou,MNIST_P10_N17 N17 0.005,True,1,1
9761,,mnist,0.005,N17,MNIST_P4_N17,unsat,54.8863,961.0,marabou,MNIST_P4_N17 N17 0.005,True,1,1
2266,,mnist,0.002,N26,MNIST_P11_N26,unsat,10.8312,2266.0,marabou,MNIST_P11_N26 N26 0.002,True,1,1
3788,,mnist,0.002,N26,MNIST_P3_N26,unsat,10.5455,3788.0,marabou,MNIST_P3_N26 N26 0.002,True,1,1
5876,,mnist,0.004,N17,MNIST_P39_N17,unsat,53.8404,1476.0,marabou,MNIST_P39_N17 N17 0.004,True,1,1
7502,,mnist,0.006,N17,MNIST_P31_N17,unsat,54.225,3102.0,marabou,MNIST_P31_N17 N17 0.006,True,1,1
13162,,mnist,0.008,N17,MNIST_P85_N17,unsat,54.8981,4362.0,marabou,MNIST_P85_N17 N17 0.008,True,1,1
2156,,mnist,0.01,N17,MNIST_P75_N17,unsat,54.3843,2156.0,marabou,MNIST_P75_N17 N17 0.01,True,1,1
12234,,mnist,0.005,N17,MNIST_P57_N17,unsat,55.6666,3434.0,marabou,MNIST_P57_N17 N17 0.005,True,1,1
3292,,mnist,0.002,N26,MNIST_P77_N26,unsat,11.5591,3292.0,marabou,MNIST_P77_N26 N26 0.002,True,1,1
7390,,mnist,0.006,N17,MNIST_P12_N17,unsat,54.12,2990.0,marabou,MNIST_P12_N17 N17 0.006,True,1,1
6461,,mnist,0.006,N17,MNIST_P25_N17,unsat,54.8616,2061.0,marabou,MNIST_P25_N17 N17 0.006,True,1,1
6208,,mnist,0.004,N17,MNIST_P44_N17,unsat,54.8095,1808.0,marabou,MNIST_P44_N17 N17 0.004,True,1,1
3353,,mnist,0.002,N17,MNIST_P63_N17,unsat,53.2897,3353.0,marabou,MNIST_P63_N17 N17 0.002,True,1,1
10264,,mnist,0.005,N17,MNIST_P20_N17,unsat,54.1248,1464.0,marabou,MNIST_P20_N17 N17 0.005,True,1,1
7349,,mnist,0.006,N17,MNIST_P5_N17,unsat,54.2297,2949.0,marabou,MNIST_P5_N17 N17 0.006,True,1,1
3362,,mnist,0.002,N17,MNIST_P71_N17,unsat,54.2715,3362.0,marabou,MNIST_P71_N17 N17 0.002,True,1,1
5880,,mnist,0.004,N17,MNIST_P28_N17,unsat,54.2597,1480.0,marabou,MNIST_P28_N17 N17 0.004,True,1,1
7333,,mnist,0.006,N17,MNIST_P84_N17,unsat,54.6379,2933.0,marabou,MNIST_P84_N17 N17 0.006,True,1,1
5795,,mnist,0.004,N26,MNIST_P60_N26,unsat,10.4681,1395.0,marabou,MNIST_P60_N26 N26 0.004,True,1,1
5936,,mnist,0.004,N17,MNIST_P97_N17,unsat,53.7177,1536.0,marabou,MNIST_P97_N17 N17 0.004,True,1,1
5785,,mnist,0.004,N17,MNIST_P0_N17,unsat,61.2601,1385.0,marabou,MNIST_P0_N17 N17 0.004,True,1,1
7306,,mnist,0.006,N17,MNIST_P17_N17,unsat,54.189,2906.0,marabou,MNIST_P17_N17 N17 0.006,True,1,1
5779,,mnist,0.004,N17,MNIST_P81_N17,unsat,55.0638,1379.0,marabou,MNIST_P81_N17 N17 0.004,True,1,1
5753,,mnist,0.004,N17,MNIST_P65_N17,unsat,54.0029,1353.0,marabou,MNIST_P65_N17 N17 0.004,True,1,1
3398,,mnist,0.002,N26,MNIST_P26_N26,unsat,10.5355,3398.0,marabou,MNIST_P26_N26 N26 0.002,True,1,1
5731,,mnist,0.004,N17,MNIST_P46_N17,unsat,54.2529,1331.0,marabou,MNIST_P46_N17 N17 0.004,True,1,1
7209,,mnist,0.006,N17,MNIST_P88_N17,unsat,56.3106,2809.0,marabou,MNIST_P88_N17 N17 0.006,True,1,1
5725,,mnist,0.004,N17,MNIST_P96_N17,unsat,54.2988,1325.0,marabou,MNIST_P96_N17 N17 0.004,True,1,1
7185,,mnist,0.006,N26,MNIST_P32_N26,unsat,10.5147,2785.0,marabou,MNIST_P32_N26 N26 0.006,True,1,1
3455,,mnist,0.002,N26,MNIST_P25_N26,unsat,10.8418,3455.0,marabou,MNIST_P25_N26 N26 0.002,True,1,1
7143,,mnist,0.006,N17,MNIST_P59_N17,unsat,54.5133,2743.0,marabou,MNIST_P59_N17 N17 0.006,True,1,1
10175,,mnist,0.005,N17,MNIST_P60_N17,unsat,54.8968,1375.0,marabou,MNIST_P60_N17 N17 0.005,True,1,1
6236,,mnist,0.004,N26,MNIST_P71_N26,unsat,10.5179,1836.0,marabou,MNIST_P71_N26 N26 0.004,True,1,1
3470,,mnist,0.002,N17,MNIST_P53_N17,unsat,53.4313,3470.0,marabou,MNIST_P53_N17 N17 0.002,True,1,1
7514,,mnist,0.006,N17,MNIST_P35_N17,unsat,54.692,3114.0,marabou,MNIST_P35_N17 N17 0.006,True,1,1
7912,,mnist,0.006,N17,MNIST_P40_N17,unsat,55.1647,3512.0,marabou,MNIST_P40_N17 N17 0.006,True,1,1
3488,,mnist,0.002,N17,MNIST_P15_N17,unsat,53.2173,3488.0,marabou,MNIST_P15_N17 N17 0.002,True,1,1
7808,,mnist,0.006,N17,MNIST_P57_N17,unsat,53.9757,3408.0,marabou,MNIST_P57_N17 N17 0.006,True,1,1
6125,,mnist,0.004,N17,MNIST_P21_N17,unsat,55.1649,1725.0,marabou,MNIST_P21_N17 N17 0.004,True,1,1
6150,,mnist,0.004,N17,MNIST_P50_N17,unsat,54.6367,1750.0,marabou,MNIST_P50_N17 N17 0.004,True,1,1
49,,mnist,0.002,N26,MNIST_P71_N26,unsat,19.8534,49.0,marabou,MNIST_P71_N26 N26 0.002,True,1,1
7784,,mnist,0.006,N17,MNIST_P30_N17,unsat,54.0014,3384.0,marabou,MNIST_P30_N17 N17 0.006,True,1,1
44,,mnist,0.002,N3,MNIST_P60_N3,unsat,71.8819,44.0,marabou,MNIST_P60_N3 N3 0.002,True,1,1
14,,mnist,0.002,N17,MNIST_P58_N17,unsat,103.9837,14.0,marabou,MNIST_P58_N17 N17 0.002,True,1,1
7760,,mnist,0.006,N17,MNIST_P24_N17,unsat,56.0333,3360.0,marabou,MNIST_P24_N17 N17 0.006,True,1,1
6114,,mnist,0.004,N17,MNIST_P83_N17,unsat,54.9994,1714.0,marabou,MNIST_P83_N17 N17 0.004,True,1,1
3128,,mnist,0.002,N17,MNIST_P9_N17,unsat,53.3111,3128.0,marabou,MNIST_P9_N17 N17 0.002,True,1,1
6089,,mnist,0.004,N17,MNIST_P76_N17,unsat,54.5759,1689.0,marabou,MNIST_P76_N17 N17 0.004,True,1,1
7751,,mnist,0.006,N17,MNIST_P3_N17,unsat,54.4451,3351.0,marabou,MNIST_P3_N17 N17 0.006,True,1,1
1941,,mnist,0.01,N17,MNIST_P88_N17,unsat,54.3781,1941.0,marabou,MNIST_P88_N17 N17 0.01,True,1,1
6078,,mnist,0.004,N17,MNIST_P89_N17,unsat,55.8002,1678.0,marabou,MNIST_P89_N17 N17 0.004,True,1,1
52,,mnist,0.002,N26,MNIST_P2_N26,unsat,18.5991,52.0,marabou,MNIST_P2_N26 N26 0.002,True,1,1
10446,,mnist,0.005,N17,MNIST_P30_N17,unsat,54.1908,1646.0,marabou,MNIST_P30_N17 N17 0.005,True,1,1
10358,,mnist,0.005,N17,MNIST_P95_N17,unsat,54.6042,1558.0,marabou,MNIST_P95_N17 N17 0.005,True,1,1
6167,,mnist,0.004,N17,MNIST_P60_N17,unsat,53.9463,1767.0,marabou,MNIST_P60_N17 N17 0.004,True,1,1
3185,,mnist,0.002,N17,MNIST_P3_N17,unsat,54.3272,3185.0,marabou,MNIST_P3_N17 N17 0.002,True,1,1
7668,,mnist,0.006,N26,MNIST_P70_N26,unsat,10.7363,3268.0,marabou,MNIST_P70_N26 N26 0.006,True,1,1
12185,,mnist,0.005,N26,MNIST_P13_N26,unsat,11.4895,3385.0,marabou,MNIST_P13_N26 N26 0.005,True,1,1
10418,,mnist,0.005,N17,MNIST_P19_N17,unsat,54.0899,1618.0,marabou,MNIST_P19_N17 N17 0.005,True,1,1
12118,,mnist,0.005,N17,MNIST_P3_N17,unsat,54.0464,3318.0,marabou,MNIST_P3_N17 N17 0.005,True,1,1
7576,,mnist,0.006,N17,MNIST_P21_N17,unsat,54.2276,3176.0,marabou,MNIST_P21_N17 N17 0.006,True,1,1
7569,,mnist,0.006,N17,MNIST_P47_N17,unsat,54.3713,3169.0,marabou,MNIST_P47_N17 N17 0.006,True,1,1
3264,,mnist,0.002,N17,MNIST_P42_N17,unsat,53.9123,3264.0,marabou,MNIST_P42_N17 N17 0.002,True,1,1
25814,,mnist,0.012,N17,MNIST_P34_N17,unsat,54.9992,3814.0,marabou,MNIST_P34_N17 N17 0.012,True,1,1
6186,,mnist,0.004,N17,MNIST_P11_N17,unsat,54.2096,1786.0,marabou,MNIST_P11_N17 N17 0.004,True,1,1
7546,,mnist,0.006,N17,MNIST_P75_N17,unsat,55.74,3146.0,marabou,MNIST_P75_N17 N17 0.006,True,1,1
10372,,mnist,0.005,N17,MNIST_P98_N17,unsat,53.7989,1572.0,marabou,MNIST_P98_N17 N17 0.005,True,1,1
13156,,mnist,0.008,N17,MNIST_P58_N17,unsat,53.681,4356.0,marabou,MNIST_P58_N17 N17 0.008,True,1,1
7109,,mnist,0.006,N17,MNIST_P79_N17,unsat,55.1758,2709.0,marabou,MNIST_P79_N17 N17 0.006,True,1,1
3453,,mnist,0.002,N26,MNIST_P80_N26,unsat,10.3875,3453.0,marabou,MNIST_P80_N26 N26 0.002,True,1,1
151,,mnist,0.002,N26,MNIST_P13_N26,unsat,11.4861,151.0,marabou,MNIST_P13_N26 N26 0.002,True,1,1
9967,,mnist,0.005,N26,MNIST_P41_N26,unsat,10.3,1167.0,marabou,MNIST_P41_N26 N26 0.005,True,1,1
6975,,mnist,0.006,N17,MNIST_P34_N17,unsat,54.3361,2575.0,marabou,MNIST_P34_N17 N17 0.006,True,1,1
3554,,mnist,0.002,N17,MNIST_P37_N17,unsat,52.4449,3554.0,marabou,MNIST_P37_N17 N17 0.002,True,1,1
2413,,mnist,0.01,N17,MNIST_P68_N17,unsat,54.497,2413.0,marabou,MNIST_P68_N17 N17 0.01,True,1,1
6939,,mnist,0.006,N17,MNIST_P16_N17,unsat,54.5174,2539.0,marabou,MNIST_P16_N17 N17 0.006,True,1,1
3558,,mnist,0.002,N26,MNIST_P52_N26,unsat,10.1246,3558.0,marabou,MNIST_P52_N26 N26 0.002,True,1,1
6910,,mnist,0.006,N17,MNIST_P82_N17,unsat,54.2821,2510.0,marabou,MNIST_P82_N17 N17 0.006,True,1,1
6287,,mnist,0.004,N17,MNIST_P23_N17,unsat,53.9144,1887.0,marabou,MNIST_P23_N17 N17 0.004,True,1,1
8060,,mnist,0.006,N17,MNIST_P68_N17,unsat,53.865,3660.0,marabou,MNIST_P68_N17 N17 0.006,True,1,1
3573,,mnist,0.002,N17,MNIST_P97_N17,unsat,52.596,3573.0,marabou,MNIST_P97_N17 N17 0.002,True,1,1
6882,,mnist,0.006,N17,MNIST_P58_N17,unsat,54.8983,2482.0,marabou,MNIST_P58_N17 N17 0.006,True,1,1
5595,,mnist,0.004,N17,MNIST_P14_N17,unsat,54.7527,1195.0,marabou,MNIST_P14_N17 N17 0.004,True,1,1
2318,,mnist,0.01,N17,MNIST_P59_N17,unsat,54.5719,2318.0,marabou,MNIST_P59_N17 N17 0.01,True,1,1
3603,,mnist,0.002,N17,MNIST_P98_N17,unsat,52.781,3603.0,marabou,MNIST_P98_N17 N17 0.002,True,1,1
23757,,mnist,0.012,N17,MNIST_P47_N17,unsat,60.3883,1757.0,marabou,MNIST_P47_N17 N17 0.012,True,1,1
3619,,mnist,0.002,N26,MNIST_P35_N26,unsat,10.2862,3619.0,marabou,MNIST_P35_N26 N26 0.002,True,1,1
9864,,mnist,0.005,N17,MNIST_P36_N17,unsat,61.1012,1064.0,marabou,MNIST_P36_N17 N17 0.005,True,1,1
5559,,mnist,0.004,N17,MNIST_P90_N17,unsat,53.8386,1159.0,marabou,MNIST_P90_N17 N17 0.004,True,1,1
3641,,mnist,0.002,N17,MNIST_P55_N17,unsat,53.1963,3641.0,marabou,MNIST_P55_N17 N17 0.002,True,1,1
3740,,mnist,0.002,N17,MNIST_P56_N17,unsat,54.4462,3740.0,marabou,MNIST_P56_N17 N17 0.002,True,1,1
6294,,mnist,0.004,N17,MNIST_P5_N17,unsat,55.1996,1894.0,marabou,MNIST_P5_N17 N17 0.004,True,1,1
6802,,mnist,0.006,N17,MNIST_P0_N17,unsat,54.0381,2402.0,marabou,MNIST_P0_N17 N17 0.006,True,1,1
3644,,mnist,0.002,N26,MNIST_P51_N26,unsat,10.6915,3644.0,marabou,MNIST_P51_N26 N26 0.002,True,1,1
6797,,mnist,0.006,N17,MNIST_P72_N17,unsat,53.7254,2397.0,marabou,MNIST_P72_N17 N17 0.006,True,1,1
9905,,mnist,0.005,N17,MNIST_P79_N17,unsat,53.768,1105.0,marabou,MNIST_P79_N17 N17 0.005,True,1,1
6295,,mnist,0.004,N26,MNIST_P0_N26,unsat,10.555,1895.0,marabou,MNIST_P0_N26 N26 0.004,True,1,1
2559,,mnist,0.01,N17,MNIST_P34_N17,unsat,54.2572,2559.0,marabou,MNIST_P34_N17 N17 0.01,True,1,1
3747,,mnist,0.002,N3,MNIST_P88_N3,unsat,46.7157,3747.0,marabou,MNIST_P88_N3 N3 0.002,True,1,1
12077,,mnist,0.005,N17,MNIST_P14_N17,unsat,54.2253,3277.0,marabou,MNIST_P14_N17 N17 0.005,True,1,1
10104,,mnist,0.005,N17,MNIST_P37_N17,unsat,54.5485,1304.0,marabou,MNIST_P37_N17 N17 0.005,True,1,1
5356,,mnist,0.004,N17,MNIST_P19_N17,unsat,54.2,956.0,marabou,MNIST_P19_N17 N17 0.004,True,1,1
3785,,mnist,0.002,N26,MNIST_P79_N26,unsat,10.4468,3785.0,marabou,MNIST_P79_N26 N26 0.002,True,1,1
13036,,mnist,0.008,N17,MNIST_P79_N17,unsat,54.5221,4236.0,marabou,MNIST_P79_N17 N17 0.008,True,1,1
3500,,mnist,0.002,N26,MNIST_P30_N26,unsat,10.5882,3500.0,marabou,MNIST_P30_N26 N26 0.002,True,1,1
5680,,mnist,0.004,N17,MNIST_P3_N17,unsat,54.9202,1280.0,marabou,MNIST_P3_N17 N17 0.004,True,1,1
10112,,mnist,0.005,N17,MNIST_P29_N17,unsat,54.5371,1312.0,marabou,MNIST_P29_N17 N17 0.005,True,1,1
8087,,mnist,0.006,N17,MNIST_P60_N17,unsat,54.2537,3687.0,marabou,MNIST_P60_N17 N17 0.006,True,1,1
6282,,mnist,0.004,N17,MNIST_P24_N17,unsat,54.0656,1882.0,marabou,MNIST_P24_N17 N17 0.004,True,1,1
7030,,mnist,0.006,N17,MNIST_P86_N17,unsat,54.4312,2630.0,marabou,MNIST_P86_N17 N17 0.006,True,1,1
7025,,mnist,0.006,N17,MNIST_P71_N17,unsat,56.1206,2625.0,marabou,MNIST_P71_N17 N17 0.006,True,1,1
6985,,mnist,0.006,N17,MNIST_P44_N17,unsat,54.5191,2585.0,marabou,MNIST_P44_N17 N17 0.006,True,1,1
153,,mnist,0.002,N26,MNIST_P81_N26,unsat,11.5913,153.0,marabou,MNIST_P81_N26 N26 0.002,True,1,1
12379,,mnist,0.005,N17,MNIST_P56_N17,unsat,58.7375,3579.0,marabou,MNIST_P56_N17 N17 0.005,True,1,1
9824,,mnist,0.005,N26,MNIST_P70_N26,unsat,12.1761,1024.0,marabou,MNIST_P70_N26 N26 0.005,True,1,1
6711,,mnist,0.006,N17,MNIST_P95_N17,unsat,55.8152,2311.0,marabou,MNIST_P95_N17 N17 0.006,True,1,1
5404,,mnist,0.004,N17,MNIST_P35_N17,unsat,54.1606,1004.0,marabou,MNIST_P35_N17 N17 0.004,True,1,1
3538,,mnist,0.002,N26,MNIST_P6_N26,unsat,12.0455,3538.0,marabou,MNIST_P6_N26 N26 0.002,True,1,1
3535,,mnist,0.002,N3,MNIST_P51_N3,unsat,46.4707,3535.0,marabou,MNIST_P51_N3 N3 0.002,True,1,1
6658,,mnist,0.006,N17,MNIST_P32_N17,unsat,54.1392,2258.0,marabou,MNIST_P32_N17 N17 0.006,True,1,1
3751,,mnist,0.002,N26,MNIST_P69_N26,unsat,10.6753,3751.0,marabou,MNIST_P69_N26 N26 0.002,True,1,1
3522,,mnist,0.002,N17,MNIST_P0_N17,unsat,52.9365,3522.0,marabou,MNIST_P0_N17 N17 0.002,True,1,1
3761,,mnist,0.002,N26,MNIST_P1_N26,unsat,10.7225,3761.0,marabou,MNIST_P1_N26 N26 0.002,True,1,1
9811,,mnist,0.005,N17,MNIST_P21_N17,unsat,56.9768,1011.0,marabou,MNIST_P21_N17 N17 0.005,True,1,1
